,ID,Demographic,Value,Joining Date
193,175875,Date of Birth,11/19/1970,2023-10-10
194,175875,Account Type,Gold,2023-10-10
195,673020,Ethnicity,Other,2023-10-04
196,673020,Date of Birth,11/30/1979,2023-10-04
197,673020,Account Type,Platinum,2023-10-04
198,213994,Ethnicity,White,2023-10-29
199,213994,Date of Birth,4/16/1961,2023-10-29
200,213994,Account Type,Gold,2023-10-29
201,851016,Ethnicity,White,2023-10-18
202,851016,Date of Birth,1/18/2010,2023-10-18
203,851016,Account Type,Platinum,2023-10-18
204,825555,Ethnicity,Asian,2023-10-29
205,825555,Date of Birth,11/10/2019,2023-10-29
206,825555,Account Type,Platinum,2023-10-29
207,388013,Ethnicity,Black,2023-10-27
208,388013,Date of Birth,7/13/2018,2023-10-27
209,388013,Account Type,Gold,2023-10-27
210,285733,Ethnicity,Black,2023-10-16
211,285733,Date of Birth,5/19/2000,2023-10-16
212,285733,Account Type,Gold,2023-10-16
213,352431,Ethnicity,Asian,2023-10-31
214,352431,Date of Birth,12/2/1970,2023-10-31
215,352431,Account Type,Basic,2023-10-31
216,918029,Ethnicity,Black,2023-10-28
217,918029,Date of Birth,11/21/1969,2023-10-28
218,918029,Account Type,Gold,2023-10-28
219,682556,Ethnicity,Black,2023-10-07
220,682556,Date of Birth,9/30/1966,2023-10-07
221,682556,Account Type,Gold,2023-10-07
222,405774,Ethnicity,Asian,2023-10-05
223,405774,Date of Birth,8/11/1993,2023-10-05
224,405774,Account Type,Gold,2023-10-05
225,920547,Ethnicity,Asian,2023-10-29
226,920547,Date of Birth,12/28/1943,2023-10-29
227,920547,Account Type,Basic,2023-10-29
228,973755,Ethnicity,Black,2023-10-10
229,973755,Date of Birth,1/12/1998,2023-10-10
230,973755,Account Type,Platinum,2023-10-10
231,261886,Ethnicity,Asian,2023-10-13
232,261886,Date of Birth,5/23/1974,2023-10-13
233,261886,Account Type,Basic,2023-10-13
234,551306,Ethnicity,White,2023-10-03
235,551306,Date of Birth,2/6/2008,2023-10-03
236,551306,Account Type,Gold,2023-10-03
237,326497,Ethnicity,Black,2023-10-11
238,326497,Date of Birth,4/24/2013,2023-10-11
239,326497,Account Type,Basic,2023-10-11
240,639158,Ethnicity,White,2023-10-28
241,639158,Date of Birth,9/29/1989,2023-10-28
242,639158,Account Type,Platinum,2023-10-28
243,401721,Ethnicity,Other,2023-10-08
244,401721,Date of Birth,12/15/1955,2023-10-08
245,401721,Account Type,Platinum,2023-10-08
246,251536,Ethnicity,Asian,2023-10-06
247,251536,Date of Birth,5/14/1957,2023-10-06
248,251536,Account Type,Basic,2023-10-06
249,238622,Ethnicity,Asian,2023-10-20
250,238622,Date of Birth,10/27/1995,2023-10-20
251,238622,Account Type,Gold,2023-10-20
252,293767,Ethnicity,Asian,2023-10-07
253,293767,Date of Birth,1/16/2018,2023-10-07
254,293767,Account Type,Platinum,2023-10-07
255,206041,Ethnicity,White,2023-10-13
256,206041,Date of Birth,10/18/2010,2023-10-13
257,206041,Account Type,Gold,2023-10-13
258,848661,Ethnicity,Black,2023-10-08
259,848661,Date of Birth,12/2/1957,2023-10-08
260,848661,Account Type,Platinum,2023-10-08
261,119971,Ethnicity,Asian,2023-10-01
262,119971,Date of Birth,5/21/1963,2023-10-01
263,119971,Account Type,Basic,2023-10-01
264,593905,Ethnicity,Black,2023-10-27
265,593905,Date of Birth,12/5/1961,2023-10-27
266,593905,Account Type,Basic,2023-10-27
267,897163,Ethnicity,Other,2023-10-11
268,897163,Date of Birth,10/5/1986,2023-10-11
269,897163,Account Type,Platinum,2023-10-11
270,754452,Ethnicity,Other,2023-10-04
271,754452,Date of Birth,11/13/1955,2023-10-04
272,754452,Account Type,Basic,2023-10-04
273,111501,Ethnicity,Black,2023-10-12
274,111501,Date of Birth,5/3/1999,2023-10-12
275,111501,Account Type,Gold,2023-10-12
0,824746,Ethnicity,Black,2023-11-23
1,824746,Date of Birth,11/29/1984,2023-11-23
2,824746,Account Type,Platinum,2023-11-23
3,190312,Ethnicity,White,2023-11-03
4,190312,Date of Birth,1/21/2014,2023-11-03
5,190312,Account Type,Gold,2023-11-03
6,713378,Ethnicity,Black,2023-11-13
7,713378,Date of Birth,9/28/1977,2023-11-13
8,713378,Account Type,Basic,2023-11-13
9,939786,Ethnicity,Other,2023-11-25
10,939786,Date of Birth,6/16/1997,2023-11-25
11,939786,Account Type,Gold,2023-11-25
12,784400,Ethnicity,Asian,2023-11-26
13,784400,Date of Birth,12/10/2002,2023-11-26
14,784400,Account Type,Gold,2023-11-26
15,271529,Ethnicity,Asian,2023-11-21
16,271529,Date of Birth,7/10/2012,2023-11-21
17,271529,Account Type,Platinum,2023-11-21
18,874417,Ethnicity,Other,2023-11-09
19,874417,Date of Birth,8/12/1985,2023-11-09
20,874417,Account Type,Platinum,2023-11-09
21,221238,Ethnicity,Other,2023-11-01
22,221238,Date of Birth,12/28/1940,2023-11-01
23,221238,Account Type,Platinum,2023-11-01
24,785851,Ethnicity,Other,2023-11-08
25,785851,Date of Birth,6/12/1981,2023-11-08
26,785851,Account Type,Basic,2023-11-08
27,753388,Ethnicity,Asian,2023-11-06
28,753388,Date of Birth,5/16/1952,2023-11-06
29,753388,Account Type,Platinum,2023-11-06
30,494788,Ethnicity,Black,2023-11-11
31,494788,Date of Birth,5/5/1968,2023-11-11
32,494788,Account Type,Gold,2023-11-11
33,959681,Ethnicity,White,2023-11-04
34,959681,Date of Birth,11/30/1945,2023-11-04
35,959681,Account Type,Basic,2023-11-04
36,748491,Ethnicity,Asian,2023-11-20
37,748491,Date of Birth,12/7/1957,2023-11-20
38,748491,Account Type,Platinum,2023-11-20
39,168605,Ethnicity,Black,2023-11-14
40,168605,Date of Birth,9/26/1983,2023-11-14
41,168605,Account Type,Basic,2023-11-14
42,112161,Ethnicity,Asian,2023-11-13
43,112161,Date of Birth,6/27/1967,2023-11-13
44,112161,Account Type,Platinum,2023-11-13
45,918911,Ethnicity,Black,2023-11-04
46,918911,Date of Birth,3/5/1954,2023-11-04
47,918911,Account Type,Gold,2023-11-04
48,664737,Ethnicity,Black,2023-11-19
49,664737,Date of Birth,7/7/2000,2023-11-19
50,664737,Account Type,Gold,2023-11-19
51,531040,Ethnicity,White,2023-11-03
52,531040,Date of Birth,7/17/1978,2023-11-03
53,531040,Account Type,Gold,2023-11-03
54,141629,Ethnicity,Other,2023-11-04
55,141629,Date of Birth,3/9/1957,2023-11-04
56,141629,Account Type,Basic,2023-11-04
57,601677,Ethnicity,Other,2023-11-05
58,601677,Date of Birth,1/9/1964,2023-11-05
59,601677,Account Type,Basic,2023-11-05
60,761978,Ethnicity,Asian,2023-11-17
61,761978,Date of Birth,11/4/1991,2023-11-17
62,761978,Account Type,Gold,2023-11-17
63,235138,Ethnicity,Asian,2023-11-15
64,235138,Date of Birth,4/23/1967,2023-11-15
65,235138,Account Type,Platinum,2023-11-15
66,949651,Ethnicity,Other,2023-11-25
67,949651,Date of Birth,9/13/1940,2023-11-25
68,949651,Account Type,Platinum,2023-11-25
69,689247,Ethnicity,Black,2023-11-04
70,689247,Date of Birth,11/16/1985,2023-11-04
71,689247,Account Type,Gold,2023-11-04
72,879093,Ethnicity,Black,2023-11-06
73,879093,Date of Birth,9/21/1968,2023-11-06
74,879093,Account Type,Gold,2023-11-06
75,669652,Ethnicity,Other,2023-11-28
76,669652,Date of Birth,5/28/2009,2023-11-28
77,669652,Account Type,Platinum,2023-11-28
78,381269,Ethnicity,Black,2023-11-01
79,381269,Date of Birth,7/15/1983,2023-11-01
80,381269,Account Type,Gold,2023-11-01
81,504043,Ethnicity,Asian,2023-11-05
82,504043,Date of Birth,4/1/1986,2023-11-05
83,504043,Account Type,Basic,2023-11-05
84,312962,Ethnicity,White,2023-11-01
85,312962,Date of Birth,7/12/1978,2023-11-01
86,312962,Account Type,Gold,2023-11-01
87,943346,Ethnicity,Other,2023-11-30
88,943346,Date of Birth,8/27/1957,2023-11-30
89,943346,Account Type,Basic,2023-11-30
90,950849,Ethnicity,Black,2023-11-08
91,950849,Date of Birth,7/30/1990,2023-11-08
92,950849,Account Type,Gold,2023-11-08
93,271596,Ethnicity,White,2023-11-30
94,271596,Date of Birth,9/10/2000,2023-11-30
95,271596,Account Type,Gold,2023-11-30
96,410607,Ethnicity,Asian,2023-11-03
97,410607,Date of Birth,3/8/1958,2023-11-03
98,410607,Account Type,Gold,2023-11-03
99,720946,Ethnicity,White,2023-11-26
100,720946,Date of Birth,6/7/1984,2023-11-26
101,720946,Account Type,Basic,2023-11-26
102,224213,Ethnicity,Other,2023-11-27
103,224213,Date of Birth,1/17/1992,2023-11-27
104,224213,Account Type,Platinum,2023-11-27
105,335173,Ethnicity,White,2023-11-11
106,335173,Date of Birth,1/28/1942,2023-11-11
107,335173,Account Type,Gold,2023-11-11
108,963473,Ethnicity,White,2023-11-13
109,963473,Date of Birth,10/1/2014,2023-11-13
110,963473,Account Type,Platinum,2023-11-13
111,983346,Ethnicity,Asian,2023-11-24
112,983346,Date of Birth,8/19/1951,2023-11-24
113,983346,Account Type,Basic,2023-11-24
114,129983,Ethnicity,Asian,2023-11-07
115,129983,Date of Birth,4/12/2001,2023-11-07
116,129983,Account Type,Basic,2023-11-07
117,697830,Ethnicity,White,2023-11-21
118,697830,Date of Birth,11/14/1948,2023-11-21
119,697830,Account Type,Gold,2023-11-21
120,774922,Ethnicity,Black,2023-11-19
121,774922,Date of Birth,8/14/2011,2023-11-19
122,774922,Account Type,Gold,2023-11-19
123,694902,Ethnicity,Asian,2023-11-21
124,694902,Date of Birth,3/30/2001,2023-11-21
125,694902,Account Type,Basic,2023-11-21
126,595254,Ethnicity,Other,2023-11-06
127,595254,Date of Birth,5/6/1942,2023-11-06
128,595254,Account Type,Platinum,2023-11-06
129,260096,Ethnicity,Black,2023-11-20
130,260096,Date of Birth,1/10/1955,2023-11-20
131,260096,Account Type,Basic,2023-11-20
132,512023,Ethnicity,Black,2023-11-16
133,512023,Date of Birth,4/5/1957,2023-11-16
134,512023,Account Type,Gold,2023-11-16
135,952333,Ethnicity,Other,2023-11-15
136,952333,Date of Birth,3/5/2000,2023-11-15
137,952333,Account Type,Gold,2023-11-15
138,848904,Ethnicity,White,2023-11-14
139,848904,Date of Birth,1/6/1962,2023-11-14
140,848904,Account Type,Basic,2023-11-14
141,279177,Ethnicity,White,2023-11-07
142,279177,Date of Birth,2/26/1967,2023-11-07
143,279177,Account Type,Basic,2023-11-07
144,755822,Ethnicity,Black,2023-11-19
145,755822,Date of Birth,7/4/1942,2023-11-19
146,755822,Account Type,Gold,2023-11-19
147,838906,Ethnicity,White,2023-11-26
148,838906,Date of Birth,6/1/1976,2023-11-26
149,838906,Account Type,Gold,2023-11-26
150,701108,Ethnicity,White,2023-11-21
151,701108,Date of Birth,10/29/1975,2023-11-21
152,701108,Account Type,Basic,2023-11-21
153,892338,Ethnicity,White,2023-11-05
154,892338,Date of Birth,6/3/1961,2023-11-05
155,892338,Account Type,Platinum,2023-11-05
156,450210,Ethnicity,Other,2023-11-24
157,450210,Date of Birth,8/24/2018,2023-11-24
158,450210,Account Type,Basic,2023-11-24
159,140062,Ethnicity,Black,2023-11-22
160,140062,Date of Birth,6/7/2012,2023-11-22
161,140062,Account Type,Platinum,2023-11-22
162,176117,Ethnicity,Asian,2023-11-28
163,176117,Date of Birth,4/19/1966,2023-11-28
164,176117,Account Type,Gold,2023-11-28
165,791769,Ethnicity,Black,2023-11-04
166,791769,Date of Birth,11/2/1968,2023-11-04
167,791769,Account Type,Gold,2023-11-04
168,145928,Ethnicity,Other,2023-11-23
169,145928,Date of Birth,8/16/1941,2023-11-23
170,145928,Account Type,Basic,2023-11-23
171,311054,Ethnicity,Black,2023-11-26
172,311054,Date of Birth,11/21/1956,2023-11-26
173,311054,Account Type,Gold,2023-11-26
174,575378,Ethnicity,White,2023-11-24
175,575378,Date of Birth,4/7/1974,2023-11-24
176,575378,Account Type,Platinum,2023-11-24
177,390727,Ethnicity,Asian,2023-11-04
178,390727,Date of Birth,10/9/1972,2023-11-04
179,390727,Account Type,Basic,2023-11-04
180,220298,Ethnicity,Asian,2023-11-12
181,220298,Date of Birth,7/5/1978,2023-11-12
182,220298,Account Type,Gold,2023-11-12
183,808528,Ethnicity,White,2023-11-26
184,808528,Date of Birth,4/5/1992,2023-11-26
185,808528,Account Type,Gold,2023-11-26
186,829132,Ethnicity,Other,2023-11-20
187,829132,Date of Birth,5/19/1991,2023-11-20
188,829132,Account Type,Gold,2023-11-20
189,345518,Ethnicity,Black,2023-11-23
190,345518,Date of Birth,12/22/1994,2023-11-23
191,345518,Account Type,Platinum,2023-11-23
192,753670,Ethnicity,Black,2023-11-14
193,753670,Date of Birth,12/4/1991,2023-11-14
194,753670,Account Type,Basic,2023-11-14
0,931463,Ethnicity,Other,2023-12-22
1,931463,Date of Birth,8/30/1978,2023-12-22
2,931463,Account Type,Platinum,2023-12-22
3,973596,Ethnicity,Other,2023-12-16
4,973596,Date of Birth,2/22/1971,2023-12-16
5,973596,Account Type,Platinum,2023-12-16
6,158712,Ethnicity,Black,2023-12-13
7,158712,Date of Birth,11/27/1948,2023-12-13
8,158712,Account Type,Gold,2023-12-13
9,829567,Ethnicity,Asian,2023-12-19
10,829567,Date of Birth,5/17/2019,2023-12-19
11,829567,Account Type,Gold,2023-12-19
12,765708,Ethnicity,Black,2023-12-21
13,765708,Date of Birth,6/27/1982,2023-12-21
14,765708,Account Type,Basic,2023-12-21
15,147410,Ethnicity,White,2023-12-08
16,147410,Date of Birth,10/2/2008,2023-12-08
17,147410,Account Type,Platinum,2023-12-08
18,268700,Ethnicity,White,2023-12-04
19,268700,Date of Birth,10/5/2008,2023-12-04
20,268700,Account Type,Gold,2023-12-04
21,932627,Ethnicity,Other,2023-12-12
22,932627,Date of Birth,12/1/1953,2023-12-12
23,932627,Account Type,Platinum,2023-12-12
24,745654,Ethnicity,Other,2023-12-08
25,745654,Date of Birth,11/25/1996,2023-12-08
26,745654,Account Type,Gold,2023-12-08
27,858465,Ethnicity,Black,2023-12-25
28,858465,Date of Birth,7/2/1957,2023-12-25
29,858465,Account Type,Basic,2023-12-25
30,501352,Ethnicity,Black,2023-12-22
31,501352,Date of Birth,6/29/1971,2023-12-22
32,501352,Account Type,Basic,2023-12-22
33,704040,Ethnicity,Asian,2023-12-06
34,704040,Date of Birth,8/1/1993,2023-12-06
35,704040,Account Type,Basic,2023-12-06
36,926550,Ethnicity,Asian,2023-12-06
37,926550,Date of Birth,10/31/1942,2023-12-06
38,926550,Account Type,Basic,2023-12-06
39,669150,Ethnicity,Black,2023-12-27
40,669150,Date of Birth,10/27/1963,2023-12-27
41,669150,Account Type,Platinum,2023-12-27
42,232108,Ethnicity,Asian,2023-12-10
43,232108,Date of Birth,1/24/2009,2023-12-10
44,232108,Account Type,Gold,2023-12-10
45,271167,Ethnicity,Asian,2023-12-15
46,271167,Date of Birth,5/23/1944,2023-12-15
47,271167,Account Type,Platinum,2023-12-15
48,536823,Ethnicity,Black,2023-12-11
49,536823,Date of Birth,6/17/1985,2023-12-11
50,536823,Account Type,Gold,2023-12-11
51,353144,Ethnicity,Other,2023-12-19
52,353144,Date of Birth,12/8/2019,2023-12-19
53,353144,Account Type,Gold,2023-12-19
54,511565,Ethnicity,Black,2023-12-07
55,511565,Date of Birth,3/17/1995,2023-12-07
56,511565,Account Type,Platinum,2023-12-07
57,722586,Ethnicity,White,2023-12-16
58,722586,Date of Birth,5/15/1942,2023-12-16
59,722586,Account Type,Gold,2023-12-16
60,721246,Ethnicity,Asian,2023-12-13
61,721246,Date of Birth,6/24/2002,2023-12-13
62,721246,Account Type,Gold,2023-12-13
63,878212,Ethnicity,White,2023-12-08
64,878212,Date of Birth,3/1/1957,2023-12-08
65,878212,Account Type,Basic,2023-12-08
66,983979,Ethnicity,White,2023-12-27
67,983979,Date of Birth,5/4/1954,2023-12-27
68,983979,Account Type,Basic,2023-12-27
69,428431,Ethnicity,Other,2023-12-09
70,428431,Date of Birth,4/27/1993,2023-12-09
71,428431,Account Type,Basic,2023-12-09
72,306981,Ethnicity,Other,2023-12-07
73,306981,Date of Birth,1/27/1983,2023-12-07
74,306981,Account Type,Basic,2023-12-07
75,285333,Ethnicity,Other,2023-12-08
76,285333,Date of Birth,3/22/1948,2023-12-08
77,285333,Account Type,Gold,2023-12-08
78,779147,Ethnicity,Other,2023-12-27
79,779147,Date of Birth,7/28/1989,2023-12-27
80,779147,Account Type,Basic,2023-12-27
81,163418,Ethnicity,Other,2023-12-28
82,163418,Date of Birth,10/24/2017,2023-12-28
83,163418,Account Type,Platinum,2023-12-28
84,850734,Ethnicity,White,2023-12-19
85,850734,Date of Birth,2/20/1968,2023-12-19
86,850734,Account Type,Platinum,2023-12-19
87,194739,Ethnicity,Other,2023-12-15
88,194739,Date of Birth,3/29/2002,2023-12-15
89,194739,Account Type,Basic,2023-12-15
90,587714,Ethnicity,White,2023-12-01
91,587714,Date of Birth,10/2/1952,2023-12-01
92,587714,Account Type,Gold,2023-12-01
93,343327,Ethnicity,Asian,2023-12-05
94,343327,Date of Birth,6/12/1949,2023-12-05
95,343327,Account Type,Gold,2023-12-05
96,141861,Ethnicity,Other,2023-12-10
97,141861,Date of Birth,6/13/2005,2023-12-10
98,141861,Account Type,Gold,2023-12-10
99,270858,Ethnicity,Black,2023-12-21
100,270858,Date of Birth,8/24/2004,2023-12-21
101,270858,Account Type,Basic,2023-12-21
102,725107,Ethnicity,Black,2023-12-13
103,725107,Date of Birth,5/7/1991,2023-12-13
104,725107,Account Type,Gold,2023-12-13
105,602470,Ethnicity,Black,2023-12-22
106,602470,Date of Birth,7/12/2018,2023-12-22
107,602470,Account Type,Gold,2023-12-22
108,983034,Ethnicity,Asian,2023-12-06
109,983034,Date of Birth,11/13/1972,2023-12-06
110,983034,Account Type,Platinum,2023-12-06
111,521080,Ethnicity,Black,2023-12-27
112,521080,Date of Birth,4/26/1999,2023-12-27
113,521080,Account Type,Platinum,2023-12-27
114,618817,Ethnicity,Asian,2023-12-30
115,618817,Date of Birth,12/22/1950,2023-12-30
116,618817,Account Type,Gold,2023-12-30
117,203942,Ethnicity,Asian,2023-12-28
118,203942,Date of Birth,8/27/2016,2023-12-28
119,203942,Account Type,Gold,2023-12-28
120,906500,Ethnicity,Other,2023-12-14
121,906500,Date of Birth,5/31/2007,2023-12-14
122,906500,Account Type,Platinum,2023-12-14
123,230685,Ethnicity,Other,2023-12-21
124,230685,Date of Birth,2/17/1961,2023-12-21
125,230685,Account Type,Platinum,2023-12-21
126,679893,Ethnicity,Asian,2023-12-28
127,679893,Date of Birth,7/2/1951,2023-12-28
128,679893,Account Type,Basic,2023-12-28
129,714000,Ethnicity,White,2023-12-28
130,714000,Date of Birth,11/8/1999,2023-12-28
131,714000,Account Type,Platinum,2023-12-28
132,421991,Ethnicity,Other,2023-12-17
133,421991,Date of Birth,9/9/1942,2023-12-17
134,421991,Account Type,Gold,2023-12-17
135,548663,Ethnicity,Asian,2023-12-04
136,548663,Date of Birth,5/31/1949,2023-12-04
137,548663,Account Type,Basic,2023-12-04
138,906366,Ethnicity,Asian,2023-12-14
139,906366,Date of Birth,5/15/2015,2023-12-14
140,906366,Account Type,Gold,2023-12-14
141,140408,Ethnicity,Black,2023-12-23
142,140408,Date of Birth,3/17/1955,2023-12-23
143,140408,Account Type,Gold,2023-12-23
144,878212,Ethnicity,White,2023-12-22
145,878212,Date of Birth,3/1/1957,2023-12-22
146,878212,Account Type,Basic,2023-12-22
147,759970,Ethnicity,White,2023-12-08
148,759970,Date of Birth,8/22/1969,2023-12-08
149,759970,Account Type,Gold,2023-12-08
150,663205,Ethnicity,Black,2023-12-08
151,663205,Date of Birth,3/30/1981,2023-12-08
152,663205,Account Type,Platinum,2023-12-08
153,441581,Ethnicity,White,2023-12-01
154,441581,Date of Birth,7/6/2018,2023-12-01
155,441581,Account Type,Gold,2023-12-01
156,968967,Ethnicity,Asian,2023-12-07
157,968967,Date of Birth,12/24/1992,2023-12-07
158,968967,Account Type,Gold,2023-12-07
159,226854,Ethnicity,White,2023-12-07
160,226854,Date of Birth,8/3/1988,2023-12-07
161,226854,Account Type,Gold,2023-12-07
162,314848,Ethnicity,Asian,2023-12-14
163,314848,Date of Birth,11/30/2015,2023-12-14
164,314848,Account Type,Gold,2023-12-14
165,471152,Ethnicity,Asian,2023-12-15
166,471152,Date of Birth,9/29/1990,2023-12-15
167,471152,Account Type,Platinum,2023-12-15
168,868193,Ethnicity,White,2023-12-14
169,868193,Date of Birth,9/11/1948,2023-12-14
170,868193,Account Type,Basic,2023-12-14
171,853101,Ethnicity,Other,2023-12-08
172,853101,Date of Birth,4/13/1984,2023-12-08
173,853101,Account Type,Basic,2023-12-08
174,649104,Ethnicity,Other,2023-12-17
175,649104,Date of Birth,3/5/1946,2023-12-17
176,649104,Account Type,Platinum,2023-12-17
177,376499,Ethnicity,Asian,2023-12-06
178,376499,Date of Birth,1/27/1969,2023-12-06
179,376499,Account Type,Platinum,2023-12-06
180,657908,Ethnicity,Asian,2023-12-19
181,657908,Date of Birth,8/21/1973,2023-12-19
182,657908,Account Type,Platinum,2023-12-19
183,855858,Ethnicity,White,2023-12-15
184,855858,Date of Birth,11/20/1959,2023-12-15
185,855858,Account Type,Platinum,2023-12-15
186,128635,Ethnicity,Asian,2023-12-12
187,128635,Date of Birth,6/16/2012,2023-12-12
188,128635,Account Type,Basic,2023-12-12
189,864964,Ethnicity,Black,2023-12-16
190,864964,Date of Birth,1/8/1973,2023-12-16
191,864964,Account Type,Platinum,2023-12-16
192,704688,Ethnicity,Other,2023-12-28
193,704688,Date of Birth,1/2/2017,2023-12-28
194,704688,Account Type,Basic,2023-12-28
195,130835,Ethnicity,White,2023-12-04
196,130835,Date of Birth,6/7/1984,2023-12-04
197,130835,Account Type,Basic,2023-12-04
198,135215,Ethnicity,Other,2023-12-23
199,135215,Date of Birth,2/18/1955,2023-12-23
200,135215,Account Type,Platinum,2023-12-23
201,537959,Ethnicity,Black,2023-12-12
202,537959,Date of Birth,10/23/2017,2023-12-12
203,537959,Account Type,Gold,2023-12-12
204,461508,Ethnicity,Other,2023-12-02
205,461508,Date of Birth,7/12/1996,2023-12-02
206,461508,Account Type,Gold,2023-12-02
207,765987,Ethnicity,Black,2023-12-22
208,765987,Date of Birth,6/25/1989,2023-12-22
209,765987,Account Type,Platinum,2023-12-22
210,607350,Ethnicity,Other,2023-12-22
211,607350,Date of Birth,5/12/1972,2023-12-22
212,607350,Account Type,Gold,2023-12-22
213,594256,Ethnicity,Other,2023-12-25
214,594256,Date of Birth,3/6/1989,2023-12-25
215,594256,Account Type,Gold,2023-12-25
216,554998,Ethnicity,Black,2023-12-16
217,554998,Date of Birth,11/6/1997,2023-12-16
218,554998,Account Type,Platinum,2023-12-16
219,305736,Ethnicity,Asian,2023-12-16
220,305736,Date of Birth,8/15/1978,2023-12-16
221,305736,Account Type,Basic,2023-12-16
222,237507,Ethnicity,Black,2023-12-02
223,237507,Date of Birth,4/6/1944,2023-12-02
224,237507,Account Type,Basic,2023-12-02
225,187833,Ethnicity,Other,2023-12-20
226,187833,Date of Birth,4/8/1992,2023-12-20
227,187833,Account Type,Basic,2023-12-20
228,694973,Ethnicity,Other,2023-12-21
229,694973,Date of Birth,10/24/2017,2023-12-21
230,694973,Account Type,Platinum,2023-12-21
231,334199,Ethnicity,White,2023-12-05
232,334199,Date of Birth,5/11/2003,2023-12-05
233,334199,Account Type,Gold,2023-12-05
234,801415,Ethnicity,Asian,2023-12-02
235,801415,Date of Birth,7/7/2010,2023-12-02
236,801415,Account Type,Gold,2023-12-02
237,560261,Ethnicity,Black,2023-12-15
238,560261,Date of Birth,3/4/1949,2023-12-15
239,560261,Account Type,Platinum,2023-12-15
240,947772,Ethnicity,Asian,2023-12-27
241,947772,Date of Birth,9/14/1964,2023-12-27
242,947772,Account Type,Gold,2023-12-27
243,923843,Ethnicity,White,2023-12-24
244,923843,Date of Birth,12/11/2015,2023-12-24
245,923843,Account Type,Gold,2023-12-24
246,480246,Ethnicity,Asian,2023-12-08
247,480246,Date of Birth,4/13/1982,2023-12-08
248,480246,Account Type,Platinum,2023-12-08
249,716900,Ethnicity,Asian,2023-12-18
250,716900,Date of Birth,9/30/2003,2023-12-18
251,716900,Account Type,Gold,2023-12-18
252,592566,Ethnicity,Asian,2023-12-30
253,592566,Date of Birth,5/8/1989,2023-12-30
254,592566,Account Type,Basic,2023-12-30
255,119168,Ethnicity,Asian,2023-12-15
256,119168,Date of Birth,4/15/2015,2023-12-15
257,119168,Account Type,Basic,2023-12-15
258,970548,Ethnicity,Asian,2023-12-12
259,970548,Date of Birth,5/9/1996,2023-12-12
260,970548,Account Type,Platinum,2023-12-12
261,569923,Ethnicity,Other,2023-12-04
262,569923,Date of Birth,12/30/1975,2023-12-04
263,569923,Account Type,Gold,2023-12-04
264,354147,Ethnicity,Black,2023-12-20
265,354147,Date of Birth,4/14/2019,2023-12-20
266,354147,Account Type,Gold,2023-12-20
267,174699,Ethnicity,Asian,2023-12-02
268,174699,Date of Birth,3/13/1989,2023-12-02
269,174699,Account Type,Gold,2023-12-02
270,514598,Ethnicity,Other,2023-12-28
271,514598,Date of Birth,10/10/1971,2023-12-28
272,514598,Account Type,Platinum,2023-12-28
